id,date,kind,counterparty,amountUsd,dueDate,paidDate,termsDays,invoiceId,sourceId
LG-0401,2026-01-09,AP,"Dunmore Castings",53509,2026-02-08,2026-02-08,30,AP-00401,ledger-ap
LG-0305,2026-01-10,AR,"Sturgis Bearing",4752,2026-02-09,2026-02-08,30,AR-00305,ledger-ar
LG-0437,2026-01-10,AP,"Sandoval Bearings",24092,2026-02-09,2026-02-08,30,AP-00437,ledger-ap
LG-0509,2026-01-10,AP,"Trellis HR Systems",5388,2026-02-09,2026-02-08,30,AP-00509,ledger-ap
LG-0605,2026-01-10,AP,"Hargrave Tooling",11361,2026-02-24,2026-02-24,45,AP-00605,ledger-ap
LG-0089,2026-01-11,AR,"Sable Point Marine",30349,2026-02-10,2026-02-25,30,AR-00089,ledger-ar
LG-0125,2026-01-11,AR,"Marrow Fabrication",26027,2026-02-25,2026-03-01,45,AR-00125,ledger-ar
LG-0353,2026-01-11,AP,"Verity Carriers",45678,2026-02-25,2026-02-23,45,AP-00353,ledger-ap
LG-0365,2026-01-11,AP,"Tallow Bay Shipping",30579,2026-02-25,2026-02-24,45,AP-00365,ledger-ap
LG-0377,2026-01-11,AP,"Prairie Steel Supply",88434,2026-02-25,2026-02-24,45,AP-00377,ledger-ap
LG-0533,2026-01-11,AP,"Pinehurst Audit",7245,2026-02-25,2026-02-24,45,AP-00533,ledger-ap
LG-0281,2026-01-12,AR,"Oakhurst Timber",6651,2026-02-26,2026-02-26,45,AR-00281,ledger-ar
LG-0389,2026-01-12,AP,"Corvid Alloys",78767,2026-02-26,2026-02-26,45,AP-00389,ledger-ap
LG-0425,2026-01-12,AP,"Ferris Electronics",37362,2026-02-11,2026-02-11,30,AP-00425,ledger-ap
LG-0485,2026-01-12,AP,"Lumen Analytics",7787,2026-02-11,2026-02-09,30,AP-00485,ledger-ap
LG-0545,2026-01-12,AP,"Kavanagh Consulting",5068,2026-02-11,2026-01-31,30,AP-00545,ledger-ap
LG-0617,2026-01-12,AP,"Wren Calibration",4580,2026-02-11,2026-02-11,30,AP-00617,ledger-ap
LG-0173,2026-01-13,AR,"Holloway Mining",20178,2026-02-12,2026-02-08,30,AR-00173,ledger-ar
LG-0233,2026-01-13,AR,"Norwood Textiles",9896,2026-02-27,2026-02-23,45,AR-00233,ledger-ar
LG-0269,2026-01-13,AR,"Crestline Motors",7893,2026-02-12,2026-02-11,30,AR-00269,ledger-ar
LG-0293,2026-01-13,AR,"Wexley Plastics",5702,2026-02-12,2026-02-13,30,AR-00293,ledger-ar
LG-0581,2026-01-13,AP,"Aldergate Packaging",17840,2026-02-12,2026-02-10,30,AP-00581,ledger-ap
LG-0006,2026-01-31,AR,"Northwind Logistics",161040,2026-03-02,2026-04-10,30,AR-00006,ledger-ar
LG-0162,2026-02-01,AR,"Vantage Precision",22424,2026-03-03,2026-02-26,30,AR-00162,ledger-ar
LG-0282,2026-02-01,AR,"Oakhurst Timber",6280,2026-03-18,2026-04-02,45,AR-00282,ledger-ar
LG-0042,2026-02-02,AR,"Attwater Group",62113,2026-03-04,2026-03-04,30,AR-00042,ledger-ar
LG-0330,2026-02-02,AP,"Kestrel Freight",97325,2026-03-19,2026-02-19,45,AP-00330,ledger-ap
LG-0090,2026-02-03,AR,"Sable Point Marine",38364,2026-03-05,2026-03-01,30,AR-00090,ledger-ar
LG-0138,2026-02-03,AR,"Thistledown Farms",20622,2026-03-20,2026-03-15,45,AR-00138,ledger-ar
LG-0186,2026-02-03,AR,"Delmar Packaging",14765,2026-03-05,2026-03-09,30,AR-00186,ledger-ar
LG-0342,2026-02-03,AP,"Halden Transport",58679,2026-03-20,2026-03-20,45,AP-00342,ledger-ap
LG-0534,2026-02-03,AP,"Pinehurst Audit",6580,2026-03-20,2026-03-03,45,AP-00534,ledger-ap
LG-0606,2026-02-03,AP,"Hargrave Tooling",10052,2026-03-20,2026-03-23,45,AP-00606,ledger-ap
LG-0018,2026-02-04,AR,"Calder Foods",102960,2026-03-06,2026-03-31,30,AR-00018,ledger-ar
LG-0126,2026-02-04,AR,"Marrow Fabrication",27738,2026-03-21,2026-03-22,45,AR-00126,ledger-ar
LG-0174,2026-02-04,AR,"Holloway Mining",19094,2026-03-06,2026-03-11,30,AR-00174,ledger-ar
LG-0198,2026-02-04,AR,"Quarry Lane Metals",14939,2026-03-06,2026-03-20,30,AR-00198,ledger-ar
LG-0270,2026-02-04,AR,"Crestline Motors",6751,2026-03-06,2026-03-06,30,AR-00270,ledger-ar
LG-0294,2026-02-04,AR,"Wexley Plastics",6035,2026-03-06,2026-03-05,30,AR-00294,ledger-ar
LG-0402,2026-02-04,AP,"Dunmore Castings",48844,2026-03-06,2026-03-04,30,AP-00402,ledger-ap
LG-0522,2026-02-04,AP,"Radley Legal",9673,2026-03-06,2026-03-05,30,AP-00522,ledger-ap
LG-0546,2026-02-04,AP,"Kavanagh Consulting",4717,2026-03-06,2026-02-17,30,AP-00546,ledger-ap
LG-0594,2026-02-04,AP,"Cobblestone Print",3737,2026-03-06,2026-03-05,30,AP-00594,ledger-ap
LG-0210,2026-02-05,AR,"Ashfield Energy",9967,2026-03-07,2026-03-06,30,AR-00210,ledger-ar
LG-0390,2026-02-05,AP,"Corvid Alloys",64030,2026-03-22,2026-03-24,45,AP-00390,ledger-ap
LG-0414,2026-02-05,AP,"Whitlock Components",42496,2026-03-07,2026-03-05,30,AP-00414,ledger-ap
LG-0450,2026-02-05,AP,"Grantham Facilities",23690,2026-03-07,2026-03-07,30,AP-00450,ledger-ap
LG-0030,2026-02-06,AR,"Boreal Systems",75266,2026-03-08,2026-03-07,30,AR-00030,ledger-ar
LG-0150,2026-02-06,AR,"Ellery Chemical",24695,2026-03-08,2026-03-14,30,AR-00150,ledger-ar
LG-0222,2026-02-06,AR,"Braddock Tooling",10404,2026-03-08,2026-03-17,30,AR-00222,ledger-ar
LG-0582,2026-02-06,AP,"Aldergate Packaging",15327,2026-03-08,2026-03-06,30,AP-00582,ledger-ap
LG-0054,2026-02-07,AR,"Pell & Hardy",44345,2026-03-09,2026-03-08,30,AR-00054,ledger-ar
LG-0234,2026-02-07,AR,"Norwood Textiles",8568,2026-03-24,2026-03-23,45,AR-00234,ledger-ar
LG-0426,2026-02-07,AP,"Ferris Electronics",30961,2026-03-09,2026-03-09,30,AP-00426,ledger-ap
LG-0510,2026-02-07,AP,"Trellis HR Systems",5872,2026-03-09,2026-03-09,30,AP-00510,ledger-ap
LG-0102,2026-02-08,AR,"Ironbridge Rail",30082,2026-03-25,2026-03-25,45,AR-00102,ledger-ar
LG-0354,2026-02-08,AP,"Verity Carriers",50671,2026-03-25,2026-03-24,45,AP-00354,ledger-ap
LG-0258,2026-02-09,AR,"Larkspur Dairy",8446,2026-03-26,2026-03-30,45,AR-00258,ledger-ar
LG-0306,2026-02-09,AR,"Sturgis Bearing",4739,2026-03-11,2026-03-14,30,AR-00306,ledger-ar
LG-0318,2026-02-09,AR,"Halcyon Optics",4124,2026-03-11,2026-03-17,30,AR-00318,ledger-ar
LG-0366,2026-02-09,AP,"Tallow Bay Shipping",31056,2026-03-26,2026-03-25,45,AP-00366,ledger-ap
LG-0438,2026-02-09,AP,"Sandoval Bearings",23592,2026-03-11,2026-03-15,30,AP-00438,ledger-ap
LG-0498,2026-02-09,AP,"Cindermill Cloud",11339,2026-03-11,2026-03-09,30,AP-00498,ledger-ap
LG-0570,2026-02-09,AP,"Merrick Safety",3784,2026-03-11,2026-03-11,30,AP-00570,ledger-ap
LG-0618,2026-02-09,AP,"Wren Calibration",4887,2026-03-11,2026-03-11,30,AP-00618,ledger-ap
LG-0078,2026-02-11,AR,"Ridgeway Utilities",43567,2026-03-28,2026-04-16,45,AR-00078,ledger-ar
LG-0378,2026-02-11,AP,"Prairie Steel Supply",77144,2026-03-28,2026-03-27,45,AP-00378,ledger-ap
LG-0066,2026-02-12,AR,"Cortland Manufacturing",44853,2026-03-29,2026-03-28,45,AR-00066,ledger-ar
LG-0114,2026-02-12,AR,"Kelvin Process",31992,2026-03-14,2026-03-13,30,AR-00114,ledger-ar
LG-0246,2026-02-12,AR,"Fenmore Aggregates",7704,2026-03-14,2026-03-12,30,AR-00246,ledger-ar
LG-0462,2026-02-12,AP,"Bluepeak Energy",17307,2026-03-14,2026-03-12,30,AP-00462,ledger-ap
LG-0474,2026-02-12,AP,"Ormsby Maintenance",12624,2026-03-14,2026-03-12,30,AP-00474,ledger-ap
LG-0486,2026-02-12,AP,"Lumen Analytics",6335,2026-03-14,2026-03-14,30,AP-00486,ledger-ap
LG-0558,2026-02-12,AP,"Stonepath Insurance",11234,2026-03-14,2026-03-15,30,AP-00558,ledger-ap
LG-0007,2026-03-02,AR,"Northwind Logistics",173850,2026-04-01,2026-05-08,30,AR-00007,ledger-ar
LG-0079,2026-03-03,AR,"Ridgeway Utilities",35048,2026-04-17,2026-04-20,45,AR-00079,ledger-ar
LG-0199,2026-03-03,AR,"Quarry Lane Metals",15478,2026-04-02,2026-03-29,30,AR-00199,ledger-ar
LG-0211,2026-03-03,AR,"Ashfield Energy",12983,2026-04-02,2026-03-31,30,AR-00211,ledger-ar
LG-0067,2026-03-04,AR,"Cortland Manufacturing",50521,2026-04-18,2026-04-25,45,AR-00067,ledger-ar
LG-0307,2026-03-04,AR,"Sturgis Bearing",5452,2026-04-03,2026-04-01,30,AR-00307,ledger-ar
LG-0331,2026-03-04,AP,"Kestrel Freight",99700,2026-04-18,2026-03-18,45,AP-00331,ledger-ap
LG-0151,2026-03-05,AR,"Ellery Chemical",25777,2026-04-04,2026-04-13,30,AR-00151,ledger-ar
LG-0235,2026-03-05,AR,"Norwood Textiles",12164,2026-04-19,2026-04-17,45,AR-00235,ledger-ar
LG-0523,2026-03-05,AP,"Radley Legal",8993,2026-04-04,2026-04-02,30,AP-00523,ledger-ap
LG-0571,2026-03-05,AP,"Merrick Safety",4268,2026-04-04,2026-04-03,30,AP-00571,ledger-ap
LG-0019,2026-03-06,AR,"Calder Foods",111150,2026-04-05,2026-04-29,30,AR-00019,ledger-ar
LG-0403,2026-03-06,AP,"Dunmore Castings",49456,2026-04-05,2026-04-05,30,AP-00403,ledger-ap
LG-0547,2026-03-06,AP,"Kavanagh Consulting",5251,2026-04-05,2026-04-04,30,AP-00547,ledger-ap
LG-0259,2026-03-07,AR,"Larkspur Dairy",7152,2026-04-21,2026-05-09,45,AR-00259,ledger-ar
LG-0271,2026-03-07,AR,"Crestline Motors",7362,2026-04-06,2026-04-04,30,AR-00271,ledger-ar
LG-0283,2026-03-07,AR,"Oakhurst Timber",7484,2026-04-21,2026-04-24,45,AR-00283,ledger-ar
LG-0355,2026-03-07,AP,"Verity Carriers",52394,2026-04-21,2026-04-21,45,AP-00355,ledger-ap
LG-0379,2026-03-07,AP,"Prairie Steel Supply",84415,2026-04-21,2026-04-11,45,AP-00379,ledger-ap
LG-0511,2026-03-07,AP,"Trellis HR Systems",5859,2026-04-06,2026-04-10,30,AP-00511,ledger-ap
LG-0595,2026-03-07,AP,"Cobblestone Print",3282,2026-04-06,2026-04-04,30,AP-00595,ledger-ap
LG-0295,2026-03-08,AR,"Wexley Plastics",5785,2026-04-07,2026-04-07,30,AR-00295,ledger-ar
LG-0343,2026-03-08,AP,"Halden Transport",61593,2026-04-22,2026-04-21,45,AP-00343,ledger-ap
LG-0427,2026-03-08,AP,"Ferris Electronics",41981,2026-04-07,2026-04-06,30,AP-00427,ledger-ap
LG-0487,2026-03-08,AP,"Lumen Analytics",8273,2026-04-07,2026-04-06,30,AP-00487,ledger-ap
LG-0043,2026-03-09,AR,"Attwater Group",61895,2026-04-08,2026-04-08,30,AR-00043,ledger-ar
LG-0127,2026-03-09,AR,"Marrow Fabrication",24216,2026-04-23,2026-04-22,45,AR-00127,ledger-ar
LG-0163,2026-03-09,AR,"Vantage Precision",22219,2026-04-08,2026-04-05,30,AR-00163,ledger-ar
LG-0247,2026-03-09,AR,"Fenmore Aggregates",9774,2026-04-08,2026-04-06,30,AR-00247,ledger-ar
LG-0415,2026-03-09,AP,"Whitlock Components",47342,2026-04-08,2026-04-06,30,AP-00415,ledger-ap
LG-0463,2026-03-09,AP,"Bluepeak Energy",19213,2026-04-08,2026-04-06,30,AP-00463,ledger-ap
LG-0607,2026-03-09,AP,"Hargrave Tooling",13818,2026-04-23,2026-04-23,45,AP-00607,ledger-ap
LG-0115,2026-03-10,AR,"Kelvin Process",27169,2026-04-09,2026-04-21,30,AR-00115,ledger-ar
LG-0223,2026-03-10,AR,"Braddock Tooling",10558,2026-04-09,2026-04-05,30,AR-00223,ledger-ar
LG-0499,2026-03-10,AP,"Cindermill Cloud",11248,2026-04-09,2026-04-08,30,AP-00499,ledger-ap
LG-0031,2026-03-11,AR,"Boreal Systems",77522,2026-04-10,2026-04-25,30,AR-00031,ledger-ar
LG-0055,2026-03-11,AR,"Pell & Hardy",55712,2026-04-10,2026-04-07,30,AR-00055,ledger-ar
LG-0175,2026-03-11,AR,"Holloway Mining",15783,2026-04-10,2026-04-22,30,AR-00175,ledger-ar
LG-0187,2026-03-11,AR,"Delmar Packaging",18774,2026-04-10,2026-04-17,30,AR-00187,ledger-ar
LG-0535,2026-03-11,AP,"Pinehurst Audit",6502,2026-04-25,2026-04-25,45,AP-00535,ledger-ap
LG-0091,2026-03-12,AR,"Sable Point Marine",33028,2026-04-11,2026-04-10,30,AR-00091,ledger-ar
LG-0319,2026-03-12,AR,"Halcyon Optics",4257,2026-04-11,2026-04-15,30,AR-00319,ledger-ar
LG-0367,2026-03-12,AP,"Tallow Bay Shipping",36474,2026-04-26,2026-04-24,45,AP-00367,ledger-ap
LG-0391,2026-03-12,AP,"Corvid Alloys",67019,2026-04-26,2026-04-27,45,AP-00391,ledger-ap
LG-0103,2026-03-13,AR,"Ironbridge Rail",39003,2026-04-27,2026-04-29,45,AR-00103,ledger-ar
LG-0451,2026-03-13,AP,"Grantham Facilities",23802,2026-04-12,2026-04-12,30,AP-00451,ledger-ap
LG-0475,2026-03-13,AP,"Ormsby Maintenance",16205,2026-04-12,2026-03-28,30,AP-00475,ledger-ap
LG-0583,2026-03-13,AP,"Aldergate Packaging",16245,2026-04-12,2026-04-10,30,AP-00583,ledger-ap
LG-0619,2026-03-13,AP,"Wren Calibration",5641,2026-04-12,2026-04-12,30,AP-00619,ledger-ap
LG-0139,2026-03-14,AR,"Thistledown Farms",25325,2026-04-28,2026-04-28,45,AR-00139,ledger-ar
LG-0439,2026-03-14,AP,"Sandoval Bearings",26667,2026-04-13,2026-04-13,30,AP-00439,ledger-ap
LG-0559,2026-03-14,AP,"Stonepath Insurance",11771,2026-04-13,2026-04-12,30,AP-00559,ledger-ap
LG-0008,2026-04-01,AR,"Northwind Logistics",197640,2026-05-01,2026-06-07,30,AR-00008,ledger-ar
LG-0284,2026-04-02,AR,"Oakhurst Timber",6573,2026-05-17,2026-05-16,45,AR-00284,ledger-ar
LG-0068,2026-04-03,AR,"Cortland Manufacturing",54785,2026-05-18,2026-05-16,45,AR-00068,ledger-ar
LG-0140,2026-04-03,AR,"Thistledown Farms",31742,2026-05-18,2026-05-14,45,AR-00140,ledger-ar
LG-0260,2026-04-03,AR,"Larkspur Dairy",7624,2026-05-18,2026-05-15,45,AR-00260,ledger-ar
LG-0332,2026-04-03,AP,"Kestrel Freight",112114,2026-05-18,2026-04-20,45,AP-00332,ledger-ap
LG-0308,2026-04-04,AR,"Sturgis Bearing",5886,2026-05-04,2026-05-01,30,AR-00308,ledger-ar
LG-0344,2026-04-04,AP,"Halden Transport",66326,2026-05-19,2026-05-23,45,AP-00344,ledger-ap
LG-0500,2026-04-04,AP,"Cindermill Cloud",13870,2026-05-04,2026-05-03,30,AP-00500,ledger-ap
LG-0608,2026-04-04,AP,"Hargrave Tooling",12035,2026-05-19,2026-05-17,45,AP-00608,ledger-ap
LG-0620,2026-04-04,AP,"Wren Calibration",5252,2026-05-04,2026-05-03,30,AP-00620,ledger-ap
LG-0020,2026-04-05,AR,"Calder Foods",126360,2026-05-05,2026-05-30,30,AR-00020,ledger-ar
LG-0152,2026-04-05,AR,"Ellery Chemical",26733,2026-05-05,2026-05-08,30,AR-00152,ledger-ar
LG-0212,2026-04-05,AR,"Ashfield Energy",16072,2026-05-05,2026-05-01,30,AR-00212,ledger-ar
LG-0296,2026-04-05,AR,"Wexley Plastics",5735,2026-05-05,2026-05-04,30,AR-00296,ledger-ar
LG-0116,2026-04-06,AR,"Kelvin Process",36525,2026-05-06,2026-05-06,30,AR-00116,ledger-ar
LG-0368,2026-04-06,AP,"Tallow Bay Shipping",44624,2026-05-21,2026-05-21,45,AP-00368,ledger-ap
LG-0464,2026-04-06,AP,"Bluepeak Energy",26029,2026-05-06,2026-05-06,30,AP-00464,ledger-ap
LG-0476,2026-04-06,AP,"Ormsby Maintenance",17448,2026-05-06,2026-05-04,30,AP-00476,ledger-ap
LG-0560,2026-04-06,AP,"Stonepath Insurance",16080,2026-05-06,2026-05-09,30,AP-00560,ledger-ap
LG-0224,2026-04-07,AR,"Braddock Tooling",12028,2026-05-07,2026-05-06,30,AR-00224,ledger-ar
LG-0248,2026-04-07,AR,"Fenmore Aggregates",8893,2026-05-07,2026-05-17,30,AR-00248,ledger-ar
LG-0272,2026-04-07,AR,"Crestline Motors",8864,2026-05-07,2026-05-02,30,AR-00272,ledger-ar
LG-0488,2026-04-07,AP,"Lumen Analytics",9017,2026-05-07,2026-05-06,30,AP-00488,ledger-ap
LG-0512,2026-04-07,AP,"Trellis HR Systems",6483,2026-05-07,2026-05-07,30,AP-00512,ledger-ap
LG-0164,2026-04-08,AR,"Vantage Precision",21810,2026-05-08,2026-05-08,30,AR-00164,ledger-ar
LG-0176,2026-04-08,AR,"Holloway Mining",18215,2026-05-08,2026-05-10,30,AR-00176,ledger-ar
LG-0428,2026-04-08,AP,"Ferris Electronics",49619,2026-05-08,2026-05-11,30,AP-00428,ledger-ap
LG-0548,2026-04-08,AP,"Kavanagh Consulting",6916,2026-05-08,2026-05-11,30,AP-00548,ledger-ap
LG-0056,2026-04-09,AR,"Pell & Hardy",49419,2026-05-09,2026-05-05,30,AR-00056,ledger-ar
LG-0104,2026-04-09,AR,"Ironbridge Rail",44666,2026-05-24,2026-05-29,45,AR-00104,ledger-ar
LG-0380,2026-04-09,AP,"Prairie Steel Supply",94115,2026-05-24,2026-05-22,45,AP-00380,ledger-ap
LG-0452,2026-04-09,AP,"Grantham Facilities",27413,2026-05-09,2026-05-12,30,AP-00452,ledger-ap
LG-0536,2026-04-09,AP,"Pinehurst Audit",7408,2026-05-24,2026-05-08,45,AP-00536,ledger-ap
LG-0032,2026-04-10,AR,"Boreal Systems",79080,2026-05-10,2026-05-10,30,AR-00032,ledger-ar
LG-0044,2026-04-10,AR,"Attwater Group",71598,2026-05-10,2026-05-09,30,AR-00044,ledger-ar
LG-0080,2026-04-10,AR,"Ridgeway Utilities",45799,2026-05-25,2026-05-20,45,AR-00080,ledger-ar
LG-0092,2026-04-10,AR,"Sable Point Marine",42842,2026-05-10,2026-05-06,30,AR-00092,ledger-ar
LG-0128,2026-04-10,AR,"Marrow Fabrication",26798,2026-05-25,2026-06-03,45,AR-00128,ledger-ar
LG-0320,2026-04-10,AR,"Halcyon Optics",5588,2026-05-10,2026-05-06,30,AR-00320,ledger-ar
LG-0392,2026-04-10,AP,"Corvid Alloys",87131,2026-05-25,2026-05-24,45,AP-00392,ledger-ap
LG-0416,2026-04-10,AP,"Whitlock Components",52518,2026-05-10,2026-05-14,30,AP-00416,ledger-ap
LG-0188,2026-04-11,AR,"Delmar Packaging",16267,2026-05-11,2026-05-09,30,AR-00188,ledger-ar
LG-0200,2026-04-11,AR,"Quarry Lane Metals",14216,2026-05-11,2026-05-20,30,AR-00200,ledger-ar
LG-0236,2026-04-11,AR,"Norwood Textiles",11564,2026-05-26,2026-05-24,45,AR-00236,ledger-ar
LG-0572,2026-04-11,AP,"Merrick Safety",5127,2026-05-11,2026-05-11,30,AP-00572,ledger-ap
LG-0524,2026-04-12,AP,"Radley Legal",9247,2026-05-12,2026-05-16,30,AP-00524,ledger-ap
LG-0584,2026-04-12,AP,"Aldergate Packaging",18056,2026-05-12,2026-04-27,30,AP-00584,ledger-ap
LG-0356,2026-04-13,AP,"Verity Carriers",49359,2026-05-28,2026-05-28,45,AP-00356,ledger-ap
LG-0404,2026-04-13,AP,"Dunmore Castings",58775,2026-05-13,2026-05-11,30,AP-00404,ledger-ap
LG-0440,2026-04-13,AP,"Sandoval Bearings",33016,2026-05-13,2026-05-13,30,AP-00440,ledger-ap
LG-0596,2026-04-13,AP,"Cobblestone Print",3988,2026-05-13,2026-05-11,30,AP-00596,ledger-ap
LG-0009,2026-05-01,AR,"Northwind Logistics",215940,2026-05-31,2026-07-07,30,AR-00009,ledger-ar
LG-0285,2026-05-02,AR,"Oakhurst Timber",9133,2026-06-16,2026-06-28,45,AR-00285,ledger-ar
LG-0093,2026-05-03,AR,"Sable Point Marine",40733,2026-06-02,2026-05-29,30,AR-00093,ledger-ar
LG-0321,2026-05-03,AR,"Halcyon Optics",6370,2026-06-02,2026-06-06,30,AR-00321,ledger-ar
LG-0333,2026-05-03,AP,"Kestrel Freight",129414,2026-06-17,2026-05-20,45,AP-00333,ledger-ap
LG-0129,2026-05-04,AR,"Marrow Fabrication",35312,2026-06-18,2026-06-15,45,AR-00129,ledger-ar
LG-0273,2026-05-04,AR,"Crestline Motors",8633,2026-06-03,2026-06-04,30,AR-00273,ledger-ar
LG-0417,2026-05-04,AP,"Whitlock Components",48772,2026-06-03,2026-06-01,30,AP-00417,ledger-ap
LG-0453,2026-05-04,AP,"Grantham Facilities",30554,2026-06-03,2026-06-03,30,AP-00453,ledger-ap
LG-0477,2026-05-04,AP,"Ormsby Maintenance",19054,2026-06-03,2026-06-02,30,AP-00477,ledger-ap
LG-0489,2026-05-04,AP,"Lumen Analytics",9579,2026-06-03,2026-06-03,30,AP-00489,ledger-ap
LG-0513,2026-05-04,AP,"Trellis HR Systems",7162,2026-06-03,2026-06-03,30,AP-00513,ledger-ap
LG-0561,2026-05-04,AP,"Stonepath Insurance",14135,2026-06-03,2026-06-03,30,AP-00561,ledger-ap
LG-0021,2026-05-05,AR,"Calder Foods",138060,2026-06-04,2026-06-30,30,AR-00021,ledger-ar
LG-0153,2026-05-05,AR,"Ellery Chemical",26560,2026-06-04,2026-06-01,30,AR-00153,ledger-ar
LG-0225,2026-05-05,AR,"Braddock Tooling",12866,2026-06-04,2026-05-31,30,AR-00225,ledger-ar
LG-0249,2026-05-05,AR,"Fenmore Aggregates",10874,2026-06-04,2026-06-04,30,AR-00249,ledger-ar
LG-0081,2026-05-06,AR,"Ridgeway Utilities",55526,2026-06-20,2026-06-22,45,AR-00081,ledger-ar
LG-0177,2026-05-06,AR,"Holloway Mining",25559,2026-06-05,2026-06-05,30,AR-00177,ledger-ar
LG-0201,2026-05-06,AR,"Quarry Lane Metals",20637,2026-06-05,2026-06-04,30,AR-00201,ledger-ar
LG-0297,2026-05-06,AR,"Wexley Plastics",6362,2026-06-05,2026-06-07,30,AR-00297,ledger-ar
LG-0381,2026-05-06,AP,"Prairie Steel Supply",120757,2026-06-20,2026-06-18,45,AP-00381,ledger-ap
LG-0441,2026-05-06,AP,"Sandoval Bearings",37778,2026-06-05,2026-06-03,30,AP-00441,ledger-ap
LG-0045,2026-05-07,AR,"Attwater Group",73476,2026-06-06,2026-06-04,30,AR-00045,ledger-ar
LG-0057,2026-05-07,AR,"Pell & Hardy",52787,2026-06-06,2026-06-01,30,AR-00057,ledger-ar
LG-0537,2026-05-07,AP,"Pinehurst Audit",8669,2026-06-21,2026-06-20,45,AP-00537,ledger-ap
LG-0105,2026-05-08,AR,"Ironbridge Rail",36207,2026-06-22,2026-06-23,45,AR-00105,ledger-ar
LG-0141,2026-05-08,AR,"Thistledown Farms",25600,2026-06-22,2026-06-22,45,AR-00141,ledger-ar
LG-0261,2026-05-08,AR,"Larkspur Dairy",10311,2026-06-22,2026-06-22,45,AR-00261,ledger-ar
LG-0573,2026-05-08,AP,"Merrick Safety",5609,2026-06-07,2026-06-05,30,AP-00573,ledger-ap
LG-0237,2026-05-09,AR,"Norwood Textiles",13903,2026-06-23,2026-06-26,45,AR-00237,ledger-ar
LG-0357,2026-05-09,AP,"Verity Carriers",65647,2026-06-23,2026-06-22,45,AP-00357,ledger-ap
LG-0501,2026-05-09,AP,"Cindermill Cloud",12426,2026-06-08,2026-06-07,30,AP-00501,ledger-ap
LG-0069,2026-05-10,AR,"Cortland Manufacturing",65841,2026-06-24,2026-06-23,45,AR-00069,ledger-ar
LG-0117,2026-05-10,AR,"Kelvin Process",37819,2026-06-09,2026-06-15,30,AR-00117,ledger-ar
LG-0369,2026-05-10,AP,"Tallow Bay Shipping",51037,2026-06-24,2026-06-22,45,AP-00369,ledger-ap
LG-0405,2026-05-10,AP,"Dunmore Castings",55423,2026-06-09,2026-06-08,30,AP-00405,ledger-ap
LG-0465,2026-05-10,AP,"Bluepeak Energy",25088,2026-06-09,2026-06-07,30,AP-00465,ledger-ap
LG-0213,2026-05-11,AR,"Ashfield Energy",17372,2026-06-10,2026-06-08,30,AR-00213,ledger-ar
LG-0549,2026-05-11,AP,"Kavanagh Consulting",7635,2026-06-10,2026-06-10,30,AP-00549,ledger-ap
LG-0585,2026-05-11,AP,"Aldergate Packaging",22394,2026-06-10,2026-06-08,30,AP-00585,ledger-ap
LG-0609,2026-05-11,AP,"Hargrave Tooling",12857,2026-06-25,2026-06-10,45,AP-00609,ledger-ap
LG-0621,2026-05-11,AP,"Wren Calibration",6434,2026-06-10,2026-06-09,30,AP-00621,ledger-ap
LG-0309,2026-05-12,AR,"Sturgis Bearing",6685,2026-06-11,2026-06-10,30,AR-00309,ledger-ar
LG-0345,2026-05-12,AP,"Halden Transport",71968,2026-06-26,2026-06-30,45,AP-00345,ledger-ap
LG-0525,2026-05-12,AP,"Radley Legal",12179,2026-06-11,2026-06-11,30,AP-00525,ledger-ap
LG-0033,2026-05-13,AR,"Boreal Systems",76592,2026-06-12,2026-07-01,30,AR-00033,ledger-ar
LG-0165,2026-05-13,AR,"Vantage Precision",22759,2026-06-12,2026-06-12,30,AR-00165,ledger-ar
LG-0189,2026-05-13,AR,"Delmar Packaging",18436,2026-06-12,2026-06-21,30,AR-00189,ledger-ar
LG-0393,2026-05-13,AP,"Corvid Alloys",86687,2026-06-27,2026-06-25,45,AP-00393,ledger-ap
LG-0429,2026-05-13,AP,"Ferris Electronics",45681,2026-06-12,2026-06-11,30,AP-00429,ledger-ap
LG-0597,2026-05-13,AP,"Cobblestone Print",4824,2026-06-12,2026-06-11,30,AP-00597,ledger-ap
LG-0010,2026-05-31,AR,"Northwind Logistics",210450,2026-06-30,2026-08-04,30,AR-00010,ledger-ar
LG-0082,2026-06-01,AR,"Ridgeway Utilities",49219,2026-07-16,2026-08-02,45,AR-00082,ledger-ar
LG-0190,2026-06-01,AR,"Delmar Packaging",18776,2026-07-01,2026-07-04,30,AR-00190,ledger-ar
LG-0214,2026-06-02,AR,"Ashfield Energy",16449,2026-07-02,2026-06-30,30,AR-00214,ledger-ar
LG-0334,2026-06-02,AP,"Kestrel Freight",108820,2026-07-17,2026-06-17,45,AP-00334,ledger-ap
LG-0286,2026-06-03,AR,"Oakhurst Timber",9128,2026-07-18,2026-07-23,45,AR-00286,ledger-ar
LG-0310,2026-06-03,AR,"Sturgis Bearing",5201,2026-07-03,2026-07-14,30,AR-00310,ledger-ar
LG-0370,2026-06-03,AP,"Tallow Bay Shipping",47826,2026-07-18,2026-07-18,45,AP-00370,ledger-ap
LG-0610,2026-06-03,AP,"Hargrave Tooling",15874,2026-07-18,2026-07-18,45,AP-00610,ledger-ap
